10m_sample,Conductivity,Debit Riviere,Niveau Riviere,O2,Pression EF,Pression Pompe,Probe Tank Temperature,Pump Flow,Riverlab,Turbidity,day_sample,hour_sample,pH,timedate
False,596.0,NULL,NULL,8.5,0.657,1.895,23.5,1029,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 02:56:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.782,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 02:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.713,23.5,1014,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 02:59:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.847,23.5,1023,Monticello,59.75,False,True,6.90625,"Fri, 06 Aug 2021 03:00:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.906,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:01:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.723,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:02:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.879,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:04:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.654,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.95,23.5,981,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.856,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:07:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.907,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:08:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.809,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:09:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.748,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:10:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.886,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:11:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.723,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:12:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.832,23.5,1026,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:13:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.934,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:14:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.9,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:15:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.73,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:16:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.991,23.5,971,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:17:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.784,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:18:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.837,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:19:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.546,23.5,1016,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:20:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.953,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:21:00 GMT"
False,596.0,NULL,NULL,8.5,0.659,1.901,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:24:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.72,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:25:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.792,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:26:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.873,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:28:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.706,23.5,1010,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:29:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.76,23.5,1020,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:30:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.881,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:32:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.803,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:33:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.768,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:34:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.828,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:35:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.937,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:36:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.678,23.5,1019,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:37:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.914,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:40:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.786,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:41:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.695,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:42:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.737,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:44:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.829,23.5,1005,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:45:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.996,23.5,1014,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:46:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.759,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:47:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.68,23.5,1023,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:48:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.999,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:49:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.833,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:50:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.942,23.5,981,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:51:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.792,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:52:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.881,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:54:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.912,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:55:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.704,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:56:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.807,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.749,23.5,1020,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:58:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.037,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 03:59:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.84,23.5,997,Monticello,59.75,False,True,6.90625,"Fri, 06 Aug 2021 04:00:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.791,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:01:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.883,23.5,979,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:02:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.742,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:03:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.636,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:04:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.955,23.5,986,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.798,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.701,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:07:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.766,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:11:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.926,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:12:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.803,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:13:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.867,23.5,1026,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:14:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.893,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:17:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.944,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:18:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.878,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:19:00 GMT"
True,596.0,NULL,NULL,8.5,0.658,1.74,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:20:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.738,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:21:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.824,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:22:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.652,23.5,1016,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:23:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.849,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:24:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.658,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:25:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.895,23.5,986,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:26:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.806,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:27:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.985,23.5,989,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:28:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.799,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:29:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.788,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:30:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.924,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:31:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.698,23.5,1019,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:32:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.059,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:33:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.97,23.5,982,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:34:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.87,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:35:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.939,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:36:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.638,23.5,1016,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:37:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.703,23.5,1005,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:38:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.94,23.5,1030,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:39:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.728,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:40:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.926,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:42:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.707,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:43:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.861,23.5,992,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:44:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.924,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:45:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.862,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:46:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.871,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:47:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.894,23.5,989,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:48:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.798,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:49:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.952,23.5,988,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:50:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.638,23.5,1023,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:52:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.882,23.5,1018,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:53:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.81,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:54:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.875,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:56:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.941,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.731,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:58:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,2.174,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 04:59:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.781,23.5,985,Monticello,59.75,False,True,6.90625,"Fri, 06 Aug 2021 05:00:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.846,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:01:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.888,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:02:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.938,23.5,982,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:04:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.693,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.74,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.796,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:07:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.634,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:08:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.802,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:09:00 GMT"
True,596.0,NULL,NULL,8.5,0.658,1.942,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:10:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.952,23.5,988,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:11:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.919,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:12:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.929,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:13:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.892,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:14:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.697,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:15:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.889,23.5,1023,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:16:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.827,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:18:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.918,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:20:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.676,23.5,1026,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:21:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.897,23.5,1005,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:23:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.016,23.5,967,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:24:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.891,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:27:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.926,23.5,992,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:28:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.97,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:29:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.928,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:30:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.876,23.5,982,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:32:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.858,23.5,992,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:33:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.648,23.5,1020,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:34:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.824,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:35:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.882,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:36:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.816,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:38:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.789,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:40:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.876,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:41:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.784,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:42:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.898,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:44:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.921,23.5,1003,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:45:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.858,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:46:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.789,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:47:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.716,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:48:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.659,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:49:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.721,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:50:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.956,23.5,960,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:51:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.772,23.5,1003,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:52:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.915,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:53:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.686,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:54:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.93,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:55:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.904,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:56:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.668,23.5,1030,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.938,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:58:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.945,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 05:59:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.913,23.5,1001,Monticello,59.75,False,True,6.90625,"Fri, 06 Aug 2021 06:00:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.923,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:01:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.714,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:02:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.717,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:03:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.709,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:04:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.92,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.841,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.939,23.5,989,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:07:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.929,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:08:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.952,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:09:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.681,23.5,1016,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:10:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.724,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:12:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.702,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:13:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.842,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:14:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.837,23.5,1016,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:15:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.996,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:16:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.728,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:17:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.92,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:18:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.756,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:20:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.947,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:21:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.957,23.5,1026,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:22:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.912,23.5,986,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:23:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.77,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:24:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.824,23.5,1000,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:25:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.722,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:26:00 GMT"
